ID,Zloss,Zgain,Zlessivage,I/E Ratio,Criteria,Soil Order,Suborder,Great Group,Subgroup,Deposit Material ,Drainage Class,Depth to Gleying ,Distance to RSF,E_Sand,E_Silt,E_Clay,I_Sand,I_Silt,I_Clay,E_Porosity,I_Porosity,E_pHw,I_pHw,E_pHKCL,I_pHKCL,E_OC,I_OC,E_EA,I_EA,E_TEB,I_TEB,E_CEC,I_CEC,E_BS,I_BS,E_SM,E_MI,E_HV,E_KA,E_GI,E_QZ,I_SM,I_MI,I_HV,I_KA,I_GI,I_QZ,E_DOMMIN,I_DOMMIN
S09_004,99,104,99,2.886970411,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,250,1310.632968,91.77676759,3.199999997,5.023232318,82.05384616,3.44423077,14.50192307,0.42523,0.41,5.0717,5.054,4.6186,4.5905,0.3607,0.14285,5.0182,5.52775,0.60919,0.83125,5.78937,6.359,0.097085,0.132255,0,0,39,51,0,10,0,0,30,66,0,4,KA,KA
S09_018,13,7,13,1.600849256,one,ents,psamm,Quartzi,Lithic,Paludal Deposits,SPD,30,5806.146334,90.00769231,6.369230769,3.623076924,86,8.2,5.8,0.5185,0.5,5.8685,8.2,5.5915,7.6,1.60245,1.17,3.624,0.58,7.33925,27.39,11.4039,27.97,0.724775,0.979,41,0,34,13,0,12,57,0,27,9,0,7,MIXED,SM
S09_023,53,150,53,4.089921962,one,ults,ud,Pale,Arenic,Solution Residuum,WD,250,2140.702088,87.21886793,4.883018867,7.898113207,62.6,5.097333334,32.30266666,0.4304,0.40727,5.098,5.132,4.396,4.2901,0.604,0.14449,7.898,7.30508,1.4094,2.29546,6.9932,9.60054,0.21304,0.236739,10,0,28,51,0,9,7,0,22,67,0,4,KA,KA
S09_025,30,173,30,5.648789051,one,alfs,ud,Pale,Typic,Solution Residuum,WD,250,3722.187312,89.7,5.033333334,5.266666667,64.98786128,5.261849711,29.75028901,0.45,0.45231,4.8001,5.0166,4.8334,4.446,0.58973,0.16152,5.267,8.09378,2.53608,5.3325,8.96203,13.42628,0.276978,0.391158,10,0,51,27,0,12,11,0,32,51,0,7,HV,KA
S09_026,132,71,132,10.01059653,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,68,1195.091029,94.31893949,4.313636368,1.367424244,80.9943662,5.316901408,13.68873239,0.41072,0.37296,5.1543,4.8,4.415,3.9972,0.3751,0.11296,1.369,5.17404,0.36103,0.709,2.3487,5.88304,0.158146,0.13834,8,0,41,27,0,24,11,0,24,59,0,7,HV,KA
S10_006,71,25,71,17.64857142,one,ods,orth,Al,Aquic,Marine Deposits,SPD,42,1793.201351,96.98169014,2.781690141,0.236619718,90.748,5.076,4.176,0.44464,0.5068,4.3085,4,3.9536,4.096,0.35313,2.0316,0.2366,19.622,0.19333,0.186,4.61329,19.808,0.034856,0.00952,0,0,0,0,0,100,18,0,24,11,0,47,QZ,QZ
S10_008,119,84,119,18.87465753,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,41,8855.985532,92.67310924,6.1,1.226890756,68.67142857,8.171428572,23.15714286,0.4294,0.35821,4.0278,4.0393,4.6432,4.2786,0.27028,0.13214,1.2255,4.18019,0.08505,0.40782,1.15567,4.58801,0.095572,0.086424,17,0,47,16,0,20,14,0,27,49,0,11,HV,KA
S10_009,48,26,48,6.510121459,one,ods,orth,Al,Aquic,Marine Deposits,SPD,38,8302.176007,94.92083333,4.525,0.554166667,74.2,6.308433735,19.49156626,0.4754,0.49695,3.871,3.6,3.5169,4.046,0.7894,1.63875,0.5541,14.11455,0.46284,0.1754,3.02943,14.28995,0.24993,0.012615,0,0,0,0,0,100,14,0,36,18,0,32,QZ,MIXED
S10_010,46,12,46,5.19774011,one,ods,aqu,Al,Ultic,Marine Deposits,PD,20,8856.553708,92.86521739,6.365217392,0.769565218,76.95188672,7.077358483,15.9707547,0.46679,0.43,3.8562,3.6,3.4845,3.7,1.446,1.66,0.7701,14.11,0.638,0.15,7.29019,14.26,0.088541,0.011,0,0,0,0,0,100,0,0,35,16,0,49,QZ,QZ
S10_012,51,15,51,4.047619054,one,ods,aqu,Al,Aeric,Marine Deposits,PD,25,565.6889688,95.4254901,3.586274506,0.988235293,93.1,2.9,4,0.4596,0.45,4.8472,4.4,3.5628,3.7,0.62764,0.54,0.988,3.06,0.08684,0.17,4.25724,3.23,0.035648,0.053,20,0,9,14,0,57,20,0,9,14,0,57,QZ,QZ
S10_016,33,170,33,4.460571895,one,alfs,aqu,Alb,Typic,Marine Deposits,PD,0,12268.25923,76.28181818,17.17272727,6.545454546,56.24176471,14.82647059,29.19647059,0.45275,0.40645,5.391,5.7961,4.473,4.1687,1.0615,0.1391,6.546,4.70371,3.98505,16.36407,5.99885,21.06778,0.686955,0.769638,71,0,0,25,0,4,84,0,0,9,5,2,SM,SM
S10_017,28,175,28,5.793767086,one,alfs,aqu,Alb,Typic,Paludal Deposits,PD,15,12202.68773,68.19642857,25.27142857,6.532142857,41.37828571,20.776,37.84571429,0.39968,0.43057,4.832,5.4923,3.7928,3.6378,1.3344,0.28803,6.532,8.26636,1.81904,20.56166,6.51464,28.82802,0.34988,0.69354,39,0,23,30,0,8,85,0,0,13,0,2,MIXED,SM
S12_001,69,134,69,8.83105318,one,ults,ud,Pale,Arenic,Marine Deposits,WD,91,9575.156694,93.4884057,3.365217388,3.146376808,67.5731344,4.641044781,27.78582092,0.40668,0.39314,5.3522,4.9634,4.3768,3.7492,0.48317,0.20256,3.1465,13.66344,0.45884,6.36304,3.33294,20.02648,0.149877,0.31967,0,0,41,32,0,27,61,0,11,17,0,11,HV,SM
S12_003,132,71,132,15.29323627,one,ults,ud,Pale,Grossarenic,Marine Deposits,MWD,157,7566.586295,95.19545455,3.593939394,1.21060606,75.66338028,5.822535211,18.51408451,0.42832,0.31675,5.2864,4.8,4.4456,3.9535,0.35168,0.19039,1.2104,4.35663,0.04128,0.46731,1.35424,4.82394,0.022656,0.097138,0,0,52,29,0,19,0,0,25,44,11,21,HV,KA
S12_006,142,61,142,10.69930913,one,ults,aqu,Pale,Grossarenic,Marine Deposits,PD,23,3978.579971,94.57816892,3.503521124,1.918309857,76.95081967,2.524590164,20.52459016,0.43624,0.34918,5.1272,4.7164,4.4033,3.9164,0.40811,0.10836,1.9203,6.71436,0.08634,0.35426,2.99781,7.06862,0.052694,0.050492,0,0,44,22,0,34,0,0,42,55,0,4,MIXED,KA
S12_007,94,109,94,7.544911941,one,ults,aqu,Pale,Umbric,Marine Deposits,VPD,0,5032.587601,88.68297873,8.448936163,2.868085104,71.9238532,6.436697248,21.63944955,0.44841,0.3194,4.6702,4.9509,4.0086,3.7616,2.07913,0.14447,2.8682,7.66995,0.08523,0.25853,16.74366,7.92848,0.030873,0.030393,0,0,43,57,0,0,0,0,32,58,0,11,KA,KA
S12_008,132,71,132,4.831537004,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,250,11426.66244,88.909091,6.366666673,4.724242429,69.32112676,7.853521126,22.82535211,0.41617,0.36563,5.7,5.1928,4.7504,5.0056,0.26135,0.11535,4.7286,9.20089,1.11006,3.23437,4.80592,12.43526,0.225484,0.261124,0,0,52,31,0,17,0,0,55,43,0,3,HV,HV
S12_009,96,107,96,24.31112448,one,ods,orth,Al,Aquic,Decomposition Residuum,SPD,61,11116.64472,95.79270843,3.787500004,0.419791667,82.94269663,5.475280899,11.58202247,0.438,0.37997,5.2813,4.9298,4.4602,3.8905,0.2227,0.5227,0.4193,11.49351,0.11848,1.31697,0.98098,12.81048,0.129718,0.089522,51,0,19,0,0,30,12,0,39,25,0,24,SM,HV
S12_010,81,122,81,8.107057575,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,48,11188.1298,91.5617283,5.302469131,3.135802466,68.25000001,6.327868853,25.42213114,0.42446,0.36394,5.7115,4.9336,4.5174,3.968,0.47835,0.07598,3.1358,6.28696,0.72328,0.93468,4.64697,7.22164,0.12591,0.123464,0,0,52,31,0,17,0,0,31,65,0,5,HV,KA
S12_013,59,142,61,8.045398497,one,ults,ud,Pale,Arenic,Marine Deposits,WD,119,9699.640954,90.7898306,5.783050853,3.427118647,65.37887324,7.048591549,27.57253521,0.42441,0.41522,5.5153,4.5834,4.434,4.1951,0.21628,0.12486,3.4271,9.61987,0.36466,0.66922,4.81181,10.28909,0.077594,0.068771,0,0,52,35,0,13,0,0,43,48,0,10,HV,MIXED
S12_015,74,129,74,2.254043955,one,ults,ud,Pale,Arenic,Decomposition Residuum,WD,250,10142.80037,85.5527027,6.605405406,7.841891891,77.03100783,5.293023261,17.67596901,0.45015,0.40224,5.5203,5.5388,4.3055,4.1597,0.48614,0.06657,7.8409,10.04571,1.98781,2.11448,9.73768,12.16019,0.204063,0.174313,0,0,36,29,0,35,22,0,29,31,0,19,MIXED,MIXED
S12_017,48,20,48,2.11111111,one,ods,aqu,Al,Aeric,Marine Deposits,PD,20,3.360865161,95.20833333,2.991666668,1.800000001,93.5,2.8,3.7,0.48255,0.42,4.8166,5,4.0498,3.65,1.47193,1.265,1.8012,12.4,0.26846,0.47,7.79374,12.87,0.074057,0.0365,15,0,10,15,0,60,14,0,17,10,0,59,QZ,QZ
S12_018,84,15,84,20.24096386,one,alfs,ud,Hapl,Arenic,Decomposition Residuum,WD,250,2187.488059,94.34285714,4.866666666,0.79047619,78.2,5.8,16,0.42,0.41,5.6762,6.7,4.9476,6.5,0.11332,0.23,0.7904,1.8,0.59854,11.44,1.16274,13.24,0.552066,0.864,37,0,21,14,0,28,45,0,12,27,0,16,SM,SM
S12_019,79,124,79,6.717406208,one,ults,aqu,Pale,Arenic,Marine Deposits,PD,25,1945.745197,90.83544304,6.215189874,2.949367089,76.4112904,3.776612907,19.81209679,0.41902,0.36141,4.2348,3.9243,4.6971,4.2498,0.76405,0.13326,2.9519,4.7424,0.11908,0.17385,4.85059,4.91625,0.020661,0.036567,0,0,30,31,0,39,6,0,21,66,0,9,MIXED,KA
S14_001,122,81,122,19.58140197,one,ods,aqu,Al,Arenic,Marine Deposits,PD,36,28151.60727,97.88442623,1.046721312,1.068852458,77.67037037,1.4,20.92962963,0.42467,0.36592,4.7984,4.5136,4.1124,3.8432,0.39665,0.27912,1.0687,7.8248,0.24445,0.76336,3.53598,8.58816,0.070108,0.090424,0,0,13,18,0,69,0,0,13,81,0,6,QZ,KA
S14_002,79,101,79,10.37059176,one,alfs,aqu,Gloss,Arenic,Marine Deposits,PD,15,21976.32372,96.62405063,2.015189873,1.360759494,83.75841584,2.129702971,14.11188119,0.40622,0.33821,6.7245,6.3814,6.3406,5.4052,0.45037,0.15594,1.3628,2.3071,2.04048,4.27109,2.81259,6.57819,0.78388,0.643813,0,0,37,29,0,35,0,0,38,50,0,12,MIXED,KA
S14_005,109,56,109,16.655278,one,ods,aqu,Al,Arenic,Marine Deposits,PD,25,27937.93479,98.52110092,1.002752294,0.476146789,88.16428571,3.905357144,7.930357141,0.47071,0.46591,4.9048,4.2534,3.9929,3.6426,0.2861,1.73408,0.4762,26.21148,0.25516,0.16563,2.10562,26.37711,0.093474,0.00652,0,0,0,29,0,71,34,0,12,24,0,31,QZ,MIXED
S14_008,172,31,172,5.792093705,one,ents,aqu,Psamm,Spodic,Marine Deposits,PD,15,15471.67998,97.46802326,1.737790698,0.794186046,93.8,1.6,4.6,0.39515,0.36,5.1913,4.8,5.2384,4.5,0.21509,0.05,0.7939,1.35,0.50606,0.93,1.09581,2.28,0.663971,0.408,0,0,17,36,0,48,0,0,34,40,0,26,QZ,MIXED
S14_010,127,76,127,22.41176473,one,alfs,aqu,Endo,Grossarenic,Marine Deposits,PD,0,10260.83469,97.81968494,1.444094487,0.736220472,81.5,2,16.5,0.36918,0.35,4.7594,3.8,5.0226,3.6,0.1212,0.02,0.7364,4.94,0.29016,3.76,0.69866,8.7,0.532546,0.432,22,0,13,31,0,34,22,0,7,62,0,9,MIXED,KA
S14_011,74,7,74,3.74043716,one,ods,aqu,Al,Alfic,Marine Deposits,PD,18,30024.0283,97.20810811,1.802702703,0.989189189,82.64324316,3.024324321,14.33243242,0.45318,0.4,4.9626,4.5,4.7084,3.9,1.66604,1.19,0.9888,6.8,1.41799,1.28,4.83457,8.08,0.302,0.158,0,0,0,0,0,100,10,0,16,10,0,64,QZ,QZ
S14_017,66,137,66,28.90004905,one,ods,aqu,Al,Alfic,Marine Deposits,PD,27,25379.60541,96.21212131,3.06666667,0.721212122,73.50948905,5.637956205,20.84306569,0.45652,0.39707,4.7259,5.3147,3.4322,4.0556,0.91395,0.29464,0.7219,11.26773,0.8489,12.48833,4.57797,23.75606,0.188031,0.475194,57,0,0,8,0,35,71,0,6,6,0,17,SM,SM
S16_006,99,36,99,5.757969027,one,ods,orth,Al,Arenic,Marine Deposits,MWD,100,458.6555616,96.36363646,2.52727273,1.10909091,90.95277778,2.661111111,6.386111111,0.50719,0.50166,4.5862,4.4639,3.0848,3.3917,0.89512,1.26469,1.1104,18.7444,0.4945,0.7166,4.1327,19.461,0.212397,0.036469,0,0,47,10,0,43,24,0,15,11,0,51,MIXED,QZ
S16_012,30,87,30,1.32428756,two,alfs,aqu,Endo,Umbric,Marine Deposits,VPD,0,166.2440052,68.1,15,16.9,69.01954023,8.6,22.38045977,0.46,0.45873,5.2,6.7241,4,5.5425,1.87,0.36155,16.9,6.8334,10.29,15.51822,26.49,22.35162,0.388,0.694508,76,0,13,2,0,9,86,0,7,2,0,5,SM,SM
S16_014,138,91,138,6.785525486,one,ults,ud,Pale,Grossarenic,Marine Deposits,MWD,165,2805.370098,92.34347817,5.126086949,2.53043478,78.70879129,4.120879125,17.17032969,0.49831,0.38038,5.7057,5.0259,4.6267,4.0095,0.24529,0.09042,2.5311,5.4197,0.10166,0.66264,1.70566,6.08234,0.034661,0.112101,0,0,35,12,0,53,0,10,39,38,0,13,QZ,MIXED
S16_015,58,23,58,4.323525555,one,ods,aqu,Al,Ultic,Marine Deposits,PD,15,7026.100299,94.19310336,4.665517234,1.141379309,83.25476199,2.514285717,14.2309524,0.48242,0.54783,5.7943,4.6217,3.779,3.6217,0.51675,1.9532,1.1418,18.9736,0.42987,0.93781,3.07097,19.91141,0.090341,0.047282,31,0,0,3,0,66,0,0,39,25,0,36,QZ,MIXED
S16_016,15,188,15,3.083267016,one,alfs,aqu,Endo,Typic,Marine Deposits,PD,0,3131.112762,73.46666667,17.08666666,9.446666666,60.11542554,10.75797872,29.12659574,0.41198,0.41414,7.3335,8.1143,6.8934,7.0962,4.914,0.18995,9.4462,4.8856,15.65662,25.35735,17.90942,30.24295,0.867924,0.825532,61,0,21,6,0,12,88,0,2,6,0,3,SM,SM
S16_021,66,137,66,8.398405766,one,alfs,aqu,Endo,Arenic,Marine Deposits,VPD,0,4224.895291,85.73939394,12.08787878,2.172727273,74.98832117,6.764233577,18.24744526,0.50087,0.34717,4.6909,4.524,3.9729,3.2457,1.67037,0.16087,2.173,7.24973,0.44544,4.0231,10.06902,11.27283,0.04071,0.318771,0,0,28,12,0,60,49,2,12,19,0,18,QZ,SM
S16_023,53,150,53,5.152561269,one,ods,aqu,Al,Typic,Marine Deposits,PD,0,2344.854657,94.99433972,3.979245287,1.026415095,91.26266667,3.448666667,5.288666666,0.45283,0.4334,4.5468,4.7913,3.1525,4.0447,0.99675,1.16428,1.0266,11.60729,0.18261,0.10865,8.66263,11.71594,0.068758,0.011112,0,0,0,0,0,95,9,0,22,23,0,47,QZ,QZ
S18_004,66,137,66,13.91079229,one,alfs,aqu,Gloss,Arenic,Marine Deposits,PD,8,10426.82107,97.21818182,1.906060606,0.875757576,86.33868605,1.478832115,12.18248174,0.39666,0.40852,5.1244,5.653,5.185,5.8663,0.18582,0.41185,0.876,2.53413,0.3371,6.81214,1.22397,9.34627,0.297846,0.731657,0,0,39,26,0,36,61,0,17,16,0,6,MIXED,SM
S18_005,64,139,64,8.498864698,one,alfs,aqu,Gloss,Arenic,Marine Deposits,PD,15,8349.009233,93.8640625,4.2546875,1.88125,81.87769784,2.133812949,15.98848921,0.43702,0.40434,4.7252,5.8382,4.833,5.9101,0.91352,0.09816,1.8802,2.44928,2.47936,8.28564,6.4375,10.73492,0.364698,0.77611,0,0,38,28,0,34,0,0,26,29,0,12,MIXED,MIXED
S18_009,33,13,33,5.944852941,one,ods,aqu,Al,Aeric,Paludal Deposits,PD,20,104.9195205,96.1969697,2.978787879,0.824242424,91,4.1,4.9,0.41909,0.6,3.897,3.3,3.2788,3.8,0.81328,3.44,0.8242,35.59,0.30725,0.16,2.17617,36.15,0.227859,0.004,0,0,0,10,0,90,0,0,24,12,0,64,QZ,QZ
S18_011,104,36,104,20.66666667,one,ods,orth,Al,Aquic,Paludal Deposits,SPD,58,1622.451917,97.9125,1.9375,0.15,93.4,3.5,3.1,0.45875,0.55,4.55,3.7,3.7,3.6,0.23375,1.6,0.15,16.34,0.10125,0.14,1.08,16.48,0.105,0.008,0,0,0,0,0,100,15,0,15,9,0,61,QZ,QZ
S18_015,152,21,152,17.62689076,one,alfs,ud,Hapl,Typic,Marine Deposits,WD,250,516.8067208,96.91710526,1.908552632,1.174342105,76.3,3,20.7,0.42196,0.39,5.1656,6.2,4.5828,6,0.15442,0.62,1.1742,4.535,0.28846,10.55,1.49328,15.28,0.188948,0.69,0,0,61,27,0,13,0,0,58,34,0,8,HV,HV
S18_018,81,36,81,12.71434426,one,ods,orth,Al,Aquic,Marine Deposits,SPD,71,75.68126913,97.49259259,1.754320988,0.75308642,87.34722222,3.077777778,9.574999999,0.44068,0.44639,4.1848,4.6,3.6236,4.2083,0.40828,1.13058,0.7519,12.30565,0.25255,4.23476,2.83154,16.54041,0.097653,0.222553,36,0,14,14,0,36,17,0,39,28,0,16,MIXED,HV
S18_022,13,190,13,2.500736084,one,alfs,aqu,Endo,Typic,Marine Deposits,PD,8,6426.232303,67.18461539,20,12.81538462,50.64947369,17.30263158,32.04789473,0.493,0.39206,4.862,6.1046,4.608,5.201,5.431,0.14582,12.815,7.12634,15.5833,20.40966,30.13055,27.536,0.56146,0.73609,60,0,13,19,0,8,70,0,8,17,0,6,SM,SM
S19_007,117,86,117,2.502108435,one,ents,aqu,Psamm,Humaqueptic,Marine Deposits,PD,0,1047.534721,95.22564103,1.936752137,2.837606837,92.3,0.6,7.1,0.45831,0.37,4.7289,4.7,3.9793,4.6,0.7436,0.46,2.8367,1.56,0.09787,0.06,3.02202,1.62,0.05279,0.037,0,0,27,16,0,57,0,0,34,51,0,15,QZ,KA
S19_012,79,124,79,10.25154381,one,ults,ud,Pale,Arenic,Paludal Deposits,SPD,64,27844.84187,90.43417721,7.674683545,1.891139241,73.96451613,6.648387096,19.38709678,0.40318,0.32774,4.5501,4.4613,4.3576,4.1774,0.20451,0.08774,1.893,4.50501,0.08932,0.31387,1.75101,4.76371,0.053589,0.068223,0,0,32,51,0,17,0,0,18,77,0,6,KA,KA
S19_014,81,122,81,11.33094498,one,ults,ud,Pale,Aquic,Paludal Deposits,MWD,250,20682.03849,86.91481481,11.46666667,1.618518519,73.12622958,8.534426238,18.33934428,0.41887,0.35592,4.3668,4.6132,4.3892,4.3486,0.33861,0.04706,1.619,4.2888,0.11918,0.91076,2.51778,4.96466,0.040035,0.217502,0,0,37,45,0,18,0,0,20,73,0,8,MIXED,KA
S19_015,183,20,183,11.67091838,one,ults,ud,Pale,Grossarenic,Marine Deposits,MWD,250,5137.838195,96.2737704,2.440983604,1.2852459,82.3,2.7,15,0.39667,0.37,4.5895,4.5,4.5841,4.4,0.07659,0.12,1.2855,4.16,0.06372,1.06,1.19725,5.22,0.056361,0.203,14,0,25,43,0,18,7,0,13,72,0,8,KA,KA
S19_016,124,79,124,7.290609495,one,ods,aqu,Al,Ultic,Paludal Deposits,PD,124,17921.83131,91.74032258,6.795161292,1.464516128,86.09240506,3.230379747,10.67721519,0.41273,0.33,4.226,4.267,4.2226,4.3,0.54037,0.24815,1.4641,2.8532,0.1095,0.13336,3.50999,2.98155,0.056525,0.044845,0,0,28,24,0,48,0,0,24,69,0,7,QZ,KA
S19_017,145,58,145,3.108603667,one,ents,aqu,Psamm,Humaqueptic,Paludal Deposits,PD,51,16560.08617,94.39172414,3.163448276,2.444827586,91.7,0.7,7.6,0.36649,0.35,4.2388,4.6,4.2768,4.3,0.95156,0.19,2.4426,2.6,0.1454,0.14,3.68254,2.74,0.043532,0.051,0,0,24,23,0,53,14,0,13,66,0,7,QZ,KA
S19_021,61,66,61,4.751930794,one,alfs,aqu,Alb,Arenic,Alluvium,PD,61,9986.098636,84.03114754,12.5147541,3.45409836,70.05454545,13.53181818,16.41363636,0.38425,0.38227,4.9295,6.8454,4.677,6.6454,0.6391,0.2227,3.454,5.12815,2.1951,15.40771,4.9294,20.53586,0.43008,0.751313,43,0,24,15,0,18,85,0,0,11,0,4,SM,SM
S21_002,147,56,147,17.4251988,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,0,6517.03747,95.60884354,3.022448979,1.368707483,74.75,1.4,23.85,0.38007,0.36,5.4347,4.8,5.0305,4.55,0.26188,0.07,1.3687,5.085,0.22268,1.065,2.24436,6.15,0.088537,0.173,0,0,24,54,0,22,0,0,9,83,0,9,KA,KA
S21_005,51,23,51,22.83658171,one,ods,orth,Al,Aquic,Marine Deposits,SPD,51,10174.61344,97.88823529,1.970588235,0.170588235,91.79565217,4.308695653,3.895652174,0.40588,0.4361,4.4648,4.1,3.9236,3.6565,0.21818,1.8086,0.1706,9.9836,0.1488,0.2183,0.88926,10.2019,0.17159,0.022825,0,0,13,12,0,75,0,0,32,14,0,54,QZ,QZ
S21_007,130,73,130,14.23489782,one,alfs,ud,Pale,Grossarenic,Decomposition Residuum,WD,157,6546.42427,95.38153846,2.506923077,2.111538462,66.61643836,3.326027397,30.05753424,0.37685,0.3326,4.6945,4,4.5601,4.037,0.23734,0.057,2.1115,5.8924,0.14003,3.7656,1.73433,9.658,0.065751,0.3548,0,0,28,55,0,17,0,0,13,77,0,11,KA,KA
S21_011,104,99,104,7.830130289,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,61,3085.687376,95.75576914,2.220192305,2.02403846,81.5,2.651515152,15.84848485,0.41238,0.35,4.3783,4.1515,4.4224,4.2,0.31755,0.03545,2.022,6.04135,0.1201,0.2509,2.73771,6.29225,0.038665,0.04003,0,0,35,41,0,24,0,0,26,63,0,12,MIXED,KA
S21_013,81,26,81,21.25929129,one,alfs,ud,Hapl,Arenic,Decomposition Residuum,MWD,96,10710.51836,96.16049373,2.520987652,1.318518517,68.48846154,3.480769231,28.03076923,0.39284,0.35,4.6802,5.4499,4.132,5.4037,0.33906,0.19883,1.3185,3.68858,0.55546,13.11268,3.36075,16.80126,0.144206,0.725017,20,0,23,42,0,15,12,0,7,74,0,7,KA,KA
S21_014,51,13,51,41,one,ods,aqu,Al,Ultic,Solution Residuum,PD,23,1109.132611,96.21960784,3.680392157,0.1,78.72992126,4.293700786,16.97637795,0.39295,0.42,3.947,3.6,3.6215,3.4,0.5027,1.2,0.1,25.18,0.39635,0.23,14.42145,25.41,0.02365,0.009,0,0,0,0,0,100,0,0,15,26,0,59,QZ,QZ
S21_015,28,175,28,11.0979827,one,alfs,aqu,Alb,Typic,Decomposition Residuum,PD,10,4068.020114,91.70714286,5.357142857,2.974285714,52.93599995,14.05542856,33.00857139,0.39499,0.40853,5.1572,5.9244,5.1572,5.8419,0.2799,0.14408,2.97428,7.93524,2.07623,30.83334,8.094599,38.76858,0.504005,0.751382,40,0,14,22,0,24,68,0,8,20,0,5,SM,SM
S21_016,74,129,74,3.920893849,one,ults,ud,Hapl,Arenic,Alluvium,SPD,43,14251.11431,89.90135135,5.952702704,4.145945945,78.39379845,5.350387597,16.25581395,0.45849,0.39217,4.7852,4.1736,4.5366,4.017,0.41496,0.08188,4.1446,6.97948,0.3441,0.53573,2.48704,7.51521,0.154615,0.072586,0,0,24,38,0,38,26,0,16,48,0,12,MIXED,KA
S21_018,48,155,48,4.555648694,one,ults,ud,Hapl,Aquic,Decomposition Residuum,SPD,66,4589.47657,92.10625,3.6125,4.28125,78.13354838,2.362580645,19.50387097,0.38395,0.34269,5.8958,3.9657,5.9916,4.134,0.47118,0.08052,4.2815,5.98771,4.20482,1.22162,6.71524,7.20933,0.598069,0.167713,0,0,15,66,0,19,0,0,0,89,0,11,KA,KA
S22_001,81,38,81,24.94656081,one,alfs,aqu,Gloss,Arenic,Solution Residuum,PD,10,24756.34525,99.01728385,0.5,0.482716049,85.4368421,2.521052632,12.04210527,0.38046,0.34474,5.5619,4.1101,5.1325,4.0312,0.14335,0.32162,0.4828,5.43035,0.23105,6.15372,0.66385,11.58407,0.317066,0.564334,21,0,18,12,0,50,31,0,43,17,0,9,QZ,HV
S22_002,107,35,107,61.25362322,one,alfs,aqu,Endo,Grossarenic,Paludal Deposits,PD,0,26070.4159,98.64205608,1.1,0.257943925,81.9,2.3,15.8,0.39239,0.33,5.0681,4.3,4.8581,4,0.19826,0.36,0.2572,6.73,0.43276,11.58,1.43657,18.31,0.333162,0.632,20,0,20,13,0,48,47,0,20,24,0,9,QZ,SM
S22_004,68,34,68,4.089001905,one,ults,aqu,Endo,Arenic,Solution Residuum,PD,13,23972.74912,95.47352941,2.213235295,2.313235295,88.17647059,2.364705882,9.458823527,0.43997,0.39413,5.8296,4.3362,5.1436,3.9594,0.74211,0.24826,2.3149,6.18362,3.03746,8.15138,6.69719,14.335,0.51293,0.556527,72,0,14,5,0,9,85,0,8,2,0,5,SM,SM
S23_002,25,178,25,3.539883302,one,ults,ud,Pale,Plinthaquic,Paludal Deposits,SPD,79,15423.23517,80.324,12.42,7.256,62.36179769,11.95280898,25.68539324,0.446,0.39156,4.996,5.1056,3.992,4.1786,1.218,0.13163,7.256,4.4789,0.4464,0.28621,8.5824,4.76511,0.05664,0.060101,17,0,38,39,0,6,9,0,30,58,0,3,MIXED,KA
S23_003,46,157,46,2.251387029,one,ults,aqu,Pale,Plinthic,Paludal Deposits,PD,0,15554.10635,78.4826087,11.73913043,9.778260869,67.52229299,10.46305732,22.01464968,0.41955,0.37128,4.9263,5.1611,4.1045,4.2707,1.12626,0.19496,9.7789,4.91572,0.10782,0.20111,7.70275,5.11683,0.015263,0.040479,11,0,34,51,0,4,7,0,30,60,0,4,KA,KA
S23_006,28,175,28,3.342843175,one,ults,ud,Pale,Plinthaquic,Paludal Deposits,MWD,142,14956.09758,69.27142857,20.50357143,10.225,45.62857147,20.19085716,34.18057146,0.4332,0.39943,4.9464,5.0765,4.0608,4.1378,1.02968,0.13831,10.2256,7.88561,0.30168,0.57592,9.04808,8.46153,0.030352,0.066549,12,0,32,52,0,4,7,0,25,64,0,6,KA,KA
S23_007,53,150,53,4.282232032,one,ults,ud,Kandi,Arenic,Marine Deposits,WD,132,21095.58597,81.21509434,13.22830189,5.556603773,61.95333334,14.252,23.79466666,0.4104,0.3774,5.368,4.8708,4.402,4.1414,0.4754,0.12954,5.556,5.91214,0.9018,0.51621,4.6942,6.42835,0.15648,0.085052,19,0,40,31,0,10,8,0,33,56,0,4,HV,KA
S23_008,104,99,104,5.508665564,one,ults,ud,Pale,Aquic,Paludal Deposits,SPD,61,16603.04159,84.70192299,10.70384614,4.594230764,67.43030303,7.261616163,25.30808081,0.38933,0.36465,5.9661,5.1395,4.9604,3.9465,0.28663,0.07,4.5893,6.4439,0.94864,0.5279,3.09533,7.0276,0.309411,0.07616,0,0,49,40,0,11,6,0,39,54,0,3,MIXED,KA
