ID,TOP_DEP,BOTT_DEP,CRITERIA,ZONE,UI,DISCONT,TOT_SAND,navy,olivedrab,yellow,orange,red,,navy,olivedrab,yellow,orange,red
S56_033,15,23,one,loss,0.192,no,94,0.11,2.55,37.02,44.89,15.43,,0.1,2.4,34.8,42.2,14.5
S56_033,23,30,one,loss,0.023,no,95.4,0.10,2.52,34.80,46.96,15.62,,0.1,2.4,33.2,44.8,14.9
S56_033,30,53,one,top,0.398,no,74.2,0.13,2.43,32.21,47.17,18.06,,0.1,1.8,23.9,35,13.4
S56_033,53,84,one,gain,0.29,no,82.7,0.12,2.66,34.58,48.13,14.51,,0.1,2.2,28.6,39.8,12
S56_033,84,124,one,gain,0.12,no,83.4,0.00,2.40,34.77,46.76,16.07,,0,2,29,39,13.4
S56_033,124,155,one,gain,0.084,no,84.4,0.12,4.74,37.91,40.40,16.82,,0.1,4,32,34.1,14.2
S56_033,155,203,one,gain,0.546,no,91.8,0.22,5.34,44.77,41.07,8.61,,0.2,4.9,41.1,37.7,7.9
S56_034,0,20,one,loss,0,no,94.1,0.11,5.42,49.42,41.98,3.08,,0.1,5.1,46.5,39.5,2.9
S56_034,20,30,one,loss,0.684,no,98.9,0.10,7.68,60.16,31.04,1.01,,0.1,7.6,59.5,30.7,1
S56_034,30,38,one,top,2.038,yes,94.1,0.21,7.23,50.05,39.53,2.98,,0.2,6.8,47.1,37.2,2.8
S56_034,38,48,one,gain,0.065,no,91.9,0.11,6.64,49.62,40.59,3.05,,0.1,6.1,45.6,37.3,2.8
S56_034,48,102,one,gain,0.394,no,79.4,0.13,6.68,51.39,39.04,2.77,,0.1,5.3,40.8,31,2.2
S56_034,102,124,one,gain,0.075,no,79.9,0.13,5.88,50.19,40.68,3.13,,0.1,4.7,40.1,32.5,2.5
S56_034,124,152,one,gain,0.116,no,79.1,0.13,6.95,49.81,39.70,3.41,,0.1,5.5,39.4,31.4,2.7
S56_034,152,203,one,gain,1.861,yes,72.5,0.00,7.45,49.93,35.17,7.45,,0,5.4,36.2,25.5,5.4
S57_002,0,30,one,loss,0,no,65.5,0.61,13.44,39.69,38.17,8.09,,0.4,8.8,26,25,5.3
S57_002,30,71,one,top,0.277,no,62.7,0.64,14.51,36.68,40.35,7.81,,0.4,9.1,23,25.3,4.9
S57_002,71,119,one,gain,0.056,no,63.3,0.95,13.74,35.07,40.44,9.79,,0.6,8.7,22.2,25.6,6.2
S57_002,119,160,one,gain,0.242,no,72,1.11,14.03,35.97,40.14,8.75,,0.8,10.1,25.9,28.9,6.3
S57_003,0,20,two,loss,0,no,59.6,0.34,7.72,32.05,40.77,19.13,,0.2,4.6,19.1,24.3,11.4
S57_003,20,41,two,top,0.047,no,53.5,0.37,8.97,29.91,39.81,20.93,,0.2,4.8,16,21.3,11.2
S57_003,41,152,two,gain,0.228,no,54.6,0.37,9.52,29.67,41.03,19.41,,0.2,5.2,16.2,22.4,10.6
S57_004,0,23,two,loss,0,no,68.3,0.59,8.49,28.99,42.31,19.62,,0.4,5.8,19.8,28.9,13.4
S57_004,23,43,two,top,0.154,no,55.5,0.54,7.93,27.21,43.06,21.26,,0.3,4.4,15.1,23.9,11.8
S57_004,43,152,two,gain,0.143,no,50.5,0.79,7.92,27.33,43.17,20.79,,0.4,4,13.8,21.8,10.5
S57_005,0,23,two,loss,0,no,74,0.27,9.59,31.62,42.03,16.49,,0.2,7.1,23.4,31.1,12.2
S57_005,23,28,two,loss,0.138,no,70,1.14,18.29,40.43,31.43,8.71,,0.8,12.8,28.3,22,6.1
S57_005,28,46,two,top,0.133,no,62.8,0.80,13.54,34.71,38.85,12.10,,0.5,8.5,21.8,24.4,7.6
S57_005,46,152,two,gain,0.397,no,60.8,0.99,14.31,37.50,36.35,10.86,,0.6,8.7,22.8,22.1,6.6
S57_006,0,23,two,loss,0,no,69.2,0.58,14.45,38.73,35.98,10.26,,0.4,10,26.8,24.9,7.1
S57_006,23,46,two,top,0.171,no,62.4,0.48,9.94,32.69,41.03,15.87,,0.3,6.2,20.4,25.6,9.9
S57_006,46,152,two,gain,0.096,no,55.6,0.72,10.43,31.29,41.19,16.37,,0.4,5.8,17.4,22.9,9.1
S57_007,0,20,one,loss,0,no,74.4,0.13,5.51,26.21,49.60,18.55,,0.1,4.1,19.5,36.9,13.8
S57_007,20,30,one,loss,0.096,no,74.6,0.13,4.42,22.79,52.01,20.64,,0.1,3.3,17,38.8,15.4
S57_007,30,48,one,top,0.046,no,70.6,0.28,5.95,25.21,47.31,21.25,,0.2,4.2,17.8,33.4,15
S57_007,48,91,one,gain,0.014,no,68.4,0.15,5.12,23.10,49.12,22.51,,0.1,3.5,15.8,33.6,15.4
S57_007,91,127,one,gain,0.559,no,63.6,0.31,6.13,23.90,37.42,32.23,,0.2,3.9,15.2,23.8,20.5
S57_007,127,147,one,gain,0.093,no,60.1,0.33,5.49,22.30,40.10,31.78,,0.2,3.3,13.4,24.1,19.1
S57_007,147,160,one,gain,0.215,no,57.7,0.52,6.59,22.70,45.75,24.44,,0.3,3.8,13.1,26.4,14.1
S57_010,0,8,one,loss,0,no,85.8,1.40,17.83,45.92,28.09,6.76,,1.2,15.3,39.4,24.1,5.8
S57_010,8,53,one,loss,0.228,no,86.3,1.97,17.96,45.54,29.20,5.33,,1.7,15.5,39.3,25.2,4.6
S57_010,53,99,one,loss,0.004,no,87.2,1.95,16.86,43.69,31.54,5.96,,1.7,14.7,38.1,27.5,5.2
S57_010,99,140,one,loss,0.089,no,89.3,3.02,17.92,42.33,27.44,9.29,,2.7,16,37.8,24.5,8.3
S57_010,140,152,one,top,0.265,no,81.3,3.32,22.51,41.94,25.46,6.77,,2.7,18.3,34.1,20.7,5.5
S57_010,152,203,one,gain,0.404,no,78.7,3.56,21.86,42.19,27.95,4.45,,2.8,17.2,33.2,22,3.5
S57_012,0,10,one,loss,0,no,84.6,2.84,19.86,43.62,26.83,6.86,,2.4,16.8,36.9,22.7,5.8
S57_012,10,15,one,loss,0.417,no,83.8,3.34,18.62,40.93,24.58,12.53,,2.8,15.6,34.3,20.6,10.5
S57_012,15,76,one,loss,0.397,no,85,2.59,17.41,40.24,33.41,6.35,,2.2,14.8,34.2,28.4,5.4
S57_012,76,119,one,loss,0.46,no,85.5,2.81,17.19,38.36,29.36,12.28,,2.4,14.7,32.8,25.1,10.5
S57_012,119,130,one,top,0.075,no,82.1,5.12,19.24,35.69,27.41,12.55,,4.2,15.8,29.3,22.5,10.3
S57_012,130,160,one,gain,0.06,no,77.5,6.19,19.74,34.71,26.32,13.03,,4.8,15.3,26.9,20.4,10.1
S57_013,0,20,one,loss,0,no,77.5,0.77,11.48,35.23,30.19,22.32,,0.6,8.9,27.3,23.4,17.3
S57_013,20,36,one,top,0.127,no,69.6,1.29,11.35,33.48,36.35,17.53,,0.9,7.9,23.3,25.3,12.2
S57_013,36,64,one,gain,0.095,no,63.5,1.89,12.44,32.28,33.70,19.69,,1.2,7.9,20.5,21.4,12.5
S57_013,64,119,one,gain,0.497,no,56.9,1.76,13.71,36.03,40.77,7.73,,1,7.8,20.5,23.2,4.4
S57_013,119,185,one,gain,0.229,no,61.8,0.65,14.24,38.51,41.59,5.02,,0.4,8.8,23.8,25.7,3.1
S57_014,0,13,one,loss,0,no,72.8,0.69,12.64,34.07,41.21,11.40,,0.5,9.2,24.8,30,8.3
S57_014,13,23,one,loss,0.045,no,73.6,0.54,12.23,32.47,41.30,13.45,,0.4,9,23.9,30.4,9.9
S57_014,23,41,one,top,0.081,no,73,0.27,11.78,32.74,41.10,14.11,,0.2,8.6,23.9,30,10.3
S57_014,41,66,one,gain,0.002,no,69.1,0.29,12.16,31.98,41.53,14.04,,0.2,8.4,22.1,28.7,9.7
S57_014,66,183,one,gain,0.168,no,65.7,0.61,12.33,31.20,41.25,14.61,,0.4,8.1,20.5,27.1,9.6
S57_018,0,15,one,loss,0,no,79,0.89,10.00,28.99,48.35,11.77,,0.7,7.9,22.9,38.2,9.3
S57_018,15,41,one,loss,0.072,no,79,0.51,11.27,27.22,47.22,13.80,,0.4,8.9,21.5,37.3,10.9
S57_018,41,71,one,loss,0.066,no,80,1.75,12.00,26.38,46.50,13.38,,1.4,9.6,21.1,37.2,10.7
S57_018,71,91,one,loss,0.041,no,80.5,1.61,11.18,24.60,48.57,14.04,,1.3,9,19.8,39.1,11.3
S57_018,91,117,one,loss,0.056,no,80.3,1.87,12.08,25.40,47.32,13.33,,1.5,9.7,20.4,38,10.7
S57_018,117,132,one,top,0.001,no,76,1.58,10.39,23.03,50.00,15.00,,1.2,7.9,17.5,38,11.4
S57_018,132,147,one,gain,0.135,no,62,2.10,10.97,21.77,50.00,15.16,,1.3,6.8,13.5,31,9.4
S57_018,147,173,one,gain,0.166,no,55.4,1.08,8.30,18.59,55.96,16.06,,0.6,4.6,10.3,31,8.9
S57_018,173,229,one,gain,0.169,no,57.2,0.52,1.40,8.74,74.83,14.51,,0.3,0.8,5,42.8,8.3
S57_020,0,13,one,loss,0,no,70.4,0.28,6.39,32.95,48.01,12.36,,0.2,4.5,23.2,33.8,8.7
S57_020,13,28,one,loss,0.091,no,71,0.28,6.48,31.55,48.87,12.82,,0.2,4.6,22.4,34.7,9.1
S57_020,28,51,one,top,0.294,no,65.2,0.31,5.98,29.14,50.31,14.26,,0.2,3.9,19,32.8,9.3
S57_020,51,86,one,gain,0.306,no,69.2,0.58,7.37,30.64,47.40,14.02,,0.4,5.1,21.2,32.8,9.7
S57_020,86,122,one,gain,0.022,no,64,0.47,7.19,31.09,48.44,12.81,,0.3,4.6,19.9,31,8.2
S57_020,122,178,one,gain,0.257,no,71.6,0.42,6.84,29.89,49.44,13.41,,0.3,4.9,21.4,35.4,9.6
S57_020,178,211,one,gain,0.251,no,74,0.81,7.43,31.22,50.68,9.86,,0.6,5.5,23.1,37.5,7.3
S57_020,211,229,one,gain,0.65,no,66,1.97,8.03,29.85,50.00,10.15,,1.3,5.3,19.7,33,6.7
S57_020,229,264,one,gain,0.192,no,59.8,0.50,7.36,30.77,51.17,10.20,,0.3,4.4,18.4,30.6,6.1
S57_023,0,18,one,loss,0,no,58.6,2.56,5.80,17.41,48.12,26.11,,1.5,3.4,10.2,28.2,15.3
S57_023,18,25,one,top,0.109,no,61.2,1.47,5.23,16.18,48.37,28.76,,0.9,3.2,9.9,29.6,17.6
S57_023,25,36,one,gain,0.151,no,63.9,1.56,5.63,17.37,49.14,26.29,,1,3.6,11.1,31.4,16.8
S57_023,36,48,one,gain,0.243,no,65.4,2.45,6.73,21.56,48.01,21.25,,1.6,4.4,14.1,31.4,13.9
S57_023,48,94,one,gain,0.086,no,64.5,2.48,6.51,20.47,48.06,22.48,,1.6,4.2,13.2,31,14.5
S57_023,94,165,one,gain,0.103,no,68.5,2.04,7.88,21.46,45.99,22.63,,1.4,5.4,14.7,31.5,15.5
S57_024,0,20,two,loss,0,no,69.4,1.01,11.24,31.84,40.20,15.71,,0.7,7.8,22.1,27.9,10.9
S57_024,20,36,two,top,0.094,no,66.7,0.90,10.19,32.23,41.38,15.29,,0.6,6.8,21.5,27.6,10.2
S57_024,36,130,two,gain,0.007,no,64.2,0.93,10.28,29.28,43.15,16.36,,0.6,6.6,18.8,27.7,10.5
S57_024,130,203,two,gain,0.244,no,72.5,1.24,10.90,29.38,42.48,16.00,,0.9,7.9,21.3,30.8,11.6
S57_026,0,15,one,loss,0,no,74.1,0.40,3.51,16.06,48.45,31.58,,0.3,2.6,11.9,35.9,23.4
S57_026,15,36,one,top,0.012,no,71,0.42,3.66,15.49,48.45,31.97,,0.3,2.6,11,34.4,22.7
S57_026,36,76,one,gain,0.032,no,67.2,0.60,4.02,14.43,47.92,33.04,,0.4,2.7,9.7,32.2,22.2
S57_026,76,109,one,gain,0.164,no,58.2,0.34,3.44,15.81,50.00,30.41,,0.2,2,9.2,29.1,17.7
S57_026,109,152,one,gain,0.23,no,53.5,0.19,5.05,27.29,42.80,24.67,,0.1,2.7,14.6,22.9,13.2
S57_027,0,25,one,loss,0,no,80.4,1.00,18.53,41.79,31.97,6.72,,0.8,14.9,33.6,25.7,5.4
S57_027,25,46,one,loss,0.063,no,79.1,1.39,20.73,42.60,29.33,5.94,,1.1,16.4,33.7,23.2,4.7
S57_027,46,66,one,loss,0.007,no,80.8,1.86,20.17,40.47,30.20,7.30,,1.5,16.3,32.7,24.4,5.9
S57_027,66,86,one,loss,0.087,no,79.7,5.90,23.21,37.64,27.10,6.15,,4.7,18.5,30,21.6,4.9
S57_027,86,104,one,top,0.035,no,76.4,2.36,20.81,38.22,31.02,7.59,,1.8,15.9,29.2,23.7,5.8
S57_027,104,152,one,gain,0.356,no,72.4,2.90,24.45,40.75,25.97,5.94,,2.1,17.7,29.5,18.8,4.3
S57_027,152,203,one,gain,0.09,no,77.7,2.32,21.88,40.03,28.96,6.82,,1.8,17,31.1,22.5,5.3
S57_028,0,10,one,loss,0,no,52.5,0.19,0.38,1.33,42.48,55.62,,0.1,0.2,0.7,22.3,29.2
S57_028,10,23,one,top,0.018,no,50.3,0.20,0.20,0.80,41.55,57.26,,0.1,0.1,0.4,20.9,28.8
S57_028,23,43,one,gain,0.026,no,47.9,0.21,0.21,0.84,41.13,57.62,,0.1,0.1,0.4,19.7,27.6
S57_028,43,64,one,gain,0.063,no,46.5,0.00,0.22,0.86,43.66,55.27,,0,0.1,0.4,20.3,25.7
S57_028,64,112,one,gain,0.02,no,44.6,0.22,0.22,0.67,42.83,56.05,,0.1,0.1,0.3,19.1,25
S57_028,112,152,one,gain,0.118,no,44.3,0.00,0.00,0.45,39.28,60.27,,0,0,0.2,17.4,26.7
S57_028,152,203,one,gain,0.037,no,41.3,0.00,0.00,0.48,39.47,60.05,,0,0,0.2,16.3,24.8
S57_029,0,15,one,loss,0,no,63.7,0.00,0.31,1.73,45.05,52.90,,0,0.2,1.1,28.7,33.7
S57_029,15,25,one,loss,0.035,no,64.1,0.00,0.16,1.56,43.21,55.07,,0,0.1,1,27.7,35.3
S57_029,25,43,one,top,0.001,no,61.6,0.00,0.32,1.62,43.18,54.87,,0,0.2,1,26.6,33.8
S57_029,43,84,one,gain,0.048,no,57.3,0.00,0.17,1.40,42.76,55.67,,0,0.1,0.8,24.5,31.9
S57_029,84,135,one,gain,0.05,no,53.4,0.00,0.00,1.50,38.76,59.74,,0,0,0.8,20.7,31.9
S57_029,135,157,one,gain,0.277,no,59.1,0.00,0.00,1.86,44.84,53.30,,0,0,1.1,26.5,31.5
S57_029,157,203,one,gain,0.537,no,71,0.00,0.00,2.96,60.85,36.20,,0,0,2.1,43.2,25.7
S57_030,0,10,one,loss,0,no,46.6,0.43,2.58,4.51,30.90,61.59,,0.2,1.2,2.1,14.4,28.7
S57_030,10,18,one,top,0.169,no,45.2,0.66,3.10,4.42,33.85,57.96,,0.3,1.4,2,15.3,26.2
S57_030,18,28,one,gain,0.122,no,33.8,0.89,3.55,4.73,29.59,61.24,,0.3,1.2,1.6,10,20.7
S57_030,28,64,one,gain,0.111,no,24.6,1.22,4.47,4.47,29.27,60.57,,0.3,1.1,1.1,7.2,14.9
S57_030,64,99,one,gain,0.606,no,56.8,0.00,0.18,0.53,56.51,42.78,,0,0.1,0.3,32.1,24.3
S57_030,99,132,one,gain,1.189,yes,24.7,2.02,10.53,10.12,25.91,51.42,,0.5,2.6,2.5,6.4,12.7
S57_030,132,193,one,gain,0.015,no,28,2.14,9.29,9.64,25.36,53.57,,0.6,2.6,2.7,7.1,15
S57_031,0,15,one,loss,0,no,76.4,0.65,6.15,9.16,35.47,48.56,,0.5,4.7,7,27.1,37.1
S57_031,15,25,one,loss,0.089,no,76.2,0.52,6.04,9.32,37.53,46.59,,0.4,4.6,7.1,28.6,35.5
S57_031,25,36,one,top,0.028,no,74.6,0.54,5.90,9.38,36.86,47.32,,0.4,4.4,7,27.5,35.3
S57_031,36,48,one,gain,0.064,no,67.6,0.74,5.77,9.32,36.24,47.93,,0.5,3.9,6.3,24.5,32.4
S57_031,48,81,one,gain,0.193,no,56.7,0.53,5.11,7.94,34.74,51.68,,0.3,2.9,4.5,19.7,29.3
S57_031,81,96,one,gain,0.331,no,68.8,0.29,6.54,9.01,41.13,43.02,,0.2,4.5,6.2,28.3,29.6
S57_031,96,150,one,other,0.615,no,88.3,1.59,17.33,21.52,34.88,24.69,,1.4,15.3,19,30.8,21.8
S57_031,150,183,one,other,0.862,yes,97.2,0.51,10.49,32.51,52.16,4.32,,0.5,10.2,31.6,50.7,4.2
S57_032,0,15,two,loss,0,no,41.5,0.24,0.72,1.93,33.25,63.86,,0.1,0.3,0.8,13.8,26.5
S57_032,15,43,two,loss,0.05,no,41.7,0.00,0.24,1.20,33.09,65.47,,0,0.1,0.5,13.8,27.3
S57_032,43,58,two,loss,0.099,no,42.2,0.24,0.47,1.66,33.89,63.74,,0.1,0.2,0.7,14.3,26.9
S57_032,58,112,two,top,0.047,no,35,0.00,0.57,1.71,36.00,61.71,,0,0.2,0.6,12.6,21.6
S57_032,112,152,two,gain,0.078,no,34.1,0.00,0.00,0.88,37.54,61.58,,0,0,0.3,12.8,21
S57_032,152,183,two,gain,0.122,no,33.3,0.00,0.00,0.90,38.44,60.66,,0,0,0.3,12.8,20.2
S57_033,0,20,two,loss,0,no,68.8,0.44,10.32,37.06,39.39,12.79,,0.3,7.1,25.5,27.1,8.8
S57_033,20,48,two,top,0.218,no,57.3,0.52,11.52,34.03,37.35,16.58,,0.3,6.6,19.5,21.4,9.5
S57_033,48,76,two,gain,0.12,no,57.3,0.70,11.87,34.73,36.82,15.88,,0.4,6.8,19.9,21.1,9.1
S57_033,76,107,two,gain,0.168,no,58.6,0.51,11.60,37.54,35.67,14.68,,0.3,6.8,22,20.9,8.6
S57_033,107,147,two,gain,0.144,no,55.4,0.72,12.45,39.89,32.13,14.80,,0.4,6.9,22.1,17.8,8.2
S57_033,147,178,two,gain,1.476,yes,44.9,0.45,6.68,23.83,35.86,33.18,,0.2,3,10.7,16.1,14.9
S57_034,0,28,one,loss,0,no,80.3,1.25,13.82,40.10,36.99,7.85,,1,11.1,32.2,29.7,6.3
S57_034,28,51,one,loss,0.063,no,78.4,1.79,15.18,36.86,37.12,9.06,,1.4,11.9,28.9,29.1,7.1
S57_034,51,74,one,loss,0.004,no,77.6,1.68,14.05,35.18,40.08,9.02,,1.3,10.9,27.3,31.1,7
S57_034,74,94,one,top,0.022,no,74.2,2.56,14.96,32.88,39.35,10.24,,1.9,11.1,24.4,29.2,7.6
S57_034,94,160,one,gain,0.183,no,64.2,2.65,15.26,35.20,37.54,9.35,,1.7,9.8,22.6,24.1,6
S57_034,160,203,one,gain,0.007,no,73.2,2.60,15.30,35.52,37.57,9.02,,1.9,11.2,26,27.5,6.6
S57_035,0,20,two,loss,0,no,64.3,0.47,10.11,36.24,41.68,11.51,,0.3,6.5,23.3,26.8,7.4
S57_035,20,30,two,top,0.176,no,59.2,0.34,8.61,33.11,43.41,14.53,,0.2,5.1,19.6,25.7,8.6
S57_035,30,53,two,gain,0.147,no,60.1,0.50,11.31,35.44,40.43,12.31,,0.3,6.8,21.3,24.3,7.4
S57_035,53,157,two,gain,0.015,no,56.3,0.71,11.19,34.46,40.50,13.14,,0.4,6.3,19.4,22.8,7.4
S57_035,157,216,two,gain,0.351,no,66.5,0.30,7.97,33.08,45.11,13.53,,0.2,5.3,22,30,9
S57_036,0,13,one,loss,0,no,73.6,0.14,0.54,2.58,53.67,43.07,,0.1,0.4,1.9,39.5,31.7
S57_036,13,25,one,loss,0.004,no,75.8,0.00,0.40,2.11,52.77,44.72,,0,0.3,1.6,40,33.9
S57_036,25,43,one,loss,0.087,no,76.7,0.00,0.39,2.09,54.37,43.16,,0,0.3,1.6,41.7,33.1
S57_036,43,48,one,top,0.142,no,65.3,0.00,0.00,0.77,52.99,46.25,,0,0,0.5,34.6,30.2
S57_036,48,79,one,gain,0,no,65.3,0.00,0.00,0.77,52.99,46.25,,0,0,0.5,34.6,30.2
S57_036,79,107,one,gain,0.207,no,75.3,0.00,0.00,0.27,52.86,46.88,,0,0,0.2,39.8,35.3
S57_036,107,124,one,other,0.073,no,78.9,0.00,0.00,0.25,54.88,44.87,,0,0,0.2,43.3,35.4
S57_036,124,152,one,other,0.054,no,81.3,0.00,0.00,0.25,55.60,44.16,,0,0,0.2,45.2,35.9
S57_036,152,226,one,gain,1.105,yes,71,0.00,0.00,0.14,39.01,60.85,,0,0,0.1,27.7,43.2
S57_036,226,241,one,other,0.798,no,89.9,0.00,0.33,3.67,70.63,25.36,,0,0.3,3.3,63.5,22.8
S57_037,0,13,one,loss,0,no,80.4,0.62,13.56,45.27,35.45,5.10,,0.5,10.9,36.4,28.5,4.1
S57_037,13,43,one,loss,0.204,no,84.1,1.43,13.56,41.62,37.46,5.95,,1.2,11.4,35,31.5,5
S57_037,43,64,one,loss,0.117,no,85.5,1.64,15.32,42.81,34.62,5.61,,1.4,13.1,36.6,29.6,4.8
S57_037,64,119,one,loss,0.087,no,84.3,3.44,16.25,38.79,36.30,5.22,,2.9,13.7,32.7,30.6,4.4
S57_037,119,132,one,top,0.007,no,79.2,2.78,15.78,40.03,36.36,5.05,,2.2,12.5,31.7,28.8,4
S57_037,132,170,one,gain,0.013,no,73,6.03,19.18,42.88,28.08,3.84,,4.4,14,31.3,20.5,2.8
S57_037,170,203,one,gain,0.134,no,76.2,15.88,38.32,30.45,11.68,3.67,,12.1,29.2,23.2,8.9,2.8
S57_039,0,10,one,loss,0,no,77.7,0.51,10.04,29.99,41.57,17.89,,0.4,7.8,23.3,32.3,13.9
S57_039,10,18,one,loss,0.173,no,79.4,0.76,12.47,30.98,39.80,15.99,,0.6,9.9,24.6,31.6,12.7
S57_039,18,66,one,loss,0.079,no,79.3,0.50,11.35,30.90,41.74,15.51,,0.4,9,24.5,33.1,12.3
S57_039,66,94,one,top,0.108,no,75.5,1.19,13.11,28.08,40.26,17.35,,0.9,9.9,21.2,30.4,13.1
S57_039,94,109,one,gain,0.012,no,71.6,1.26,11.59,25.98,42.60,18.58,,0.9,8.3,18.6,30.5,13.3
S57_039,109,153,one,gain,0.023,no,64.5,1.24,8.53,23.10,47.44,19.69,,0.8,5.5,14.9,30.6,12.7
S57_039,153,203,one,gain,0.217,no,74,1.35,12.84,28.38,42.57,14.86,,1,9.5,21,31.5,11
S57_041,10,25,one,loss,0,no,86.6,0.58,7.16,19.17,64.90,8.20,,0.5,6.2,16.6,56.2,7.1
S57_041,25,43,one,loss,0.13,no,88.3,0.91,8.15,21.97,61.27,7.70,,0.8,7.2,19.4,54.1,6.8
S57_041,43,68,one,loss,0.421,no,91.7,1.31,12.21,31.84,50.38,4.25,,1.2,11.2,29.2,46.2,3.9
S57_041,68,86,one,top,0.286,no,77.7,1.42,10.68,28.57,53.80,5.53,,1.1,8.3,22.2,41.8,4.3
S57_041,86,124,one,gain,0.225,no,77.9,1.28,12.58,28.24,52.76,5.13,,1,9.8,22,41.1,4
S57_041,124,145,one,gain,0.382,no,92.1,1.19,11.18,29.97,52.55,5.10,,1.1,10.3,27.6,48.4,4.7
S57_041,145,180,one,other,0.211,no,95.1,1.58,12.41,33.33,48.69,4.00,,1.5,11.8,31.7,46.3,3.8
S57_041,180,203,one,other,0.062,no,95.5,1.15,10.05,31.52,53.09,4.19,,1.1,9.6,30.1,50.7,4
S57_042,10,20,one,loss,0,no,86.2,0.23,3.71,13.23,67.40,15.43,,0.2,3.2,11.4,58.1,13.3
S57_042,20,51,one,loss,0.036,no,86.5,0.46,4.39,12.25,67.05,15.84,,0.4,3.8,10.6,58,13.7
S57_042,51,79,one,loss,0.171,no,86.2,0.58,4.87,14.27,65.66,14.62,,0.5,4.2,12.3,56.6,12.6
S57_042,79,99,one,top,0.197,no,81.5,0.49,5.52,16.81,65.03,12.15,,0.4,4.5,13.7,53,9.9
S57_042,99,130,one,gain,0.202,no,83,0.48,4.70,16.99,67.23,10.60,,0.4,3.9,14.1,55.8,8.8
S57_042,130,147,one,other,0.089,no,88.6,0.11,1.13,10.16,76.07,12.53,,0.1,1,9,67.4,11.1
S57_042,147,175,one,other,0.154,no,90.6,0.00,0.55,12.14,76.27,11.04,,0,0.5,11,69.1,10
S57_042,175,203,one,other,0.702,no,95.3,0.00,0.00,2.41,93.70,3.88,,0,0,2.3,89.3,3.7
S57_043,0,13,one,loss,0,no,61.9,0.48,3.23,14.54,37.64,44.10,,0.3,2,9,23.3,27.3
S57_043,13,23,one,loss,0.074,no,60.7,0.49,3.79,14.17,37.40,44.15,,0.3,2.3,8.6,22.7,26.8
S57_043,23,33,one,top,0.083,no,55.5,0.54,3.60,13.15,36.76,45.95,,0.3,2,7.3,20.4,25.5
S57_043,33,66,one,gain,0.057,no,55.1,0.91,3.99,13.43,35.03,46.64,,0.5,2.2,7.4,19.3,25.7
S57_043,66,112,one,gain,0.115,no,46.7,1.28,5.35,17.13,36.83,39.40,,0.6,2.5,8,17.2,18.4
S57_043,112,183,one,gain,1.039,yes,35.3,0.00,1.13,8.22,32.29,58.36,,0,0.4,2.9,11.4,20.6
S57_046,5,40,one,loss,0,no,95.9,0.00,6.05,75.29,18.56,0.10,,0,5.8,72.2,17.8,0.1
S57_046,40,53,one,top,1.489,yes,86.8,0.00,5.65,73.62,20.51,0.23,,0,4.9,63.9,17.8,0.2
S57_046,53,64,one,gain,0.268,no,89.3,0.00,6.16,74.24,19.37,0.22,,0,5.5,66.3,17.3,0.2
S57_046,64,81,one,other,0.137,no,91.6,0.00,5.46,71.62,22.71,0.22,,0,5,65.6,20.8,0.2
S57_046,81,112,one,other,0.489,no,96.2,0.00,5.20,71.41,23.18,0.21,,0,5,68.7,22.3,0.2
S60_001,0,10,one,loss,0,no,92.8,0.00,0.54,15.09,66.70,17.67,,0,0.5,14,61.9,16.4
S60_001,10,18,one,loss,0.137,no,91.8,0.00,0.76,15.14,66.12,17.97,,0,0.7,13.9,60.7,16.5
S60_001,18,33,one,loss,0.174,no,93.4,0.00,1.07,16.81,65.10,17.02,,0,1,15.7,60.8,15.9
S60_001,33,38,one,loss,0.028,no,91.7,0.11,1.53,16.79,64.56,17.01,,0.1,1.4,15.4,59.2,15.6
S60_001,38,53,one,top,0.061,no,87.3,0.23,2.29,16.84,63.23,17.41,,0.2,2,14.7,55.2,15.2
S60_001,53,66,one,gain,0.057,no,79.2,0.13,1.01,15.78,64.65,18.43,,0.1,0.8,12.5,51.2,14.6
S60_001,66,86,one,gain,0.263,no,58.4,0.34,1.03,16.44,62.33,19.86,,0.2,0.6,9.6,36.4,11.6
S60_001,86,152,one,gain,0.014,no,55.8,0.36,1.43,16.13,63.80,18.28,,0.2,0.8,9,35.6,10.2
S60_001,152,203,one,gain,0.396,no,57.2,16.43,13.64,15.73,39.51,14.69,,9.4,7.8,9,22.6,8.4
S60_002,0,13,one,loss,0,no,92.2,0.00,0.98,15.84,64.86,18.33,,0,0.9,14.6,59.8,16.9
S60_002,13,25,one,loss,0.029,no,92.7,0.22,2.48,16.18,62.89,18.23,,0.2,2.3,15,58.3,16.9
S60_002,25,36,one,top,0.032,no,76.8,0.52,3.52,17.84,60.03,18.10,,0.4,2.7,13.7,46.1,13.9
S60_002,36,43,one,gain,0.133,no,64.9,0.31,2.47,18.03,60.86,18.34,,0.2,1.6,11.7,39.5,11.9
S60_002,43,81,one,gain,0.301,no,55.2,0.36,1.81,18.12,59.42,20.29,,0.2,1,10,32.8,11.2
S60_002,81,130,one,gain,0.298,no,43.6,0.46,2.29,17.43,58.72,21.10,,0.2,1,7.6,25.6,9.2
S60_002,130,198,one,gain,0.413,no,37.2,15.05,13.98,17.74,38.71,14.52,,5.6,5.2,6.6,14.4,5.4
