ID,TOP_DEP,BOTT_DEP,CRITERIA,ZONE,UI,DISCONT,TOT_SAND,navy,olivedrab,yellow,orange,red,,navy,olivedrab,yellow,orange,red
S06_013,81,97,one,loss,0.00,no,99.5,0.10,4.32,28.14,65.93,1.51,,0.1,4.3,28,65.6,1.5
S06_013,97,107,one,top,1.39,yes,93.5,0.11,5.24,30.80,62.57,1.28,,0.1,4.9,28.8,58.5,1.2
S06_013,107,127,one,other,0.30,no,96,0.10,4.06,27.60,66.88,1.35,,0.1,3.9,26.5,64.2,1.3
S06_013,127,157,one,gain,0.27,no,95.8,0.10,4.91,28.39,65.34,1.25,,0.1,4.7,27.2,62.6,1.2
S07_001,0,25,one,loss,0,no,84.5,1.42,13.37,31.83,40.59,12.78,,1.2,11.3,26.9,34.3,10.8
S07_001,25,79,one,top,0.06,no,76.6,3.13,17.75,30.29,36.55,12.27,,2.4,13.6,23.2,28,9.4
S07_001,79,150,one,gain,0.08,no,66.2,3.02,19.94,33.84,33.84,9.37,,2,13.2,22.4,22.4,6.2
S07_001,150,203,one,gain,0.38,no,64.6,3.41,25.70,42.41,23.84,4.64,,2.2,16.6,27.4,15.4,3
S07_002,0,23,one,loss,0,no,83.7,0.84,9.56,29.39,42.53,17.68,,0.7,8,24.6,35.6,14.8
S07_002,23,41,one,top,0.17,no,75.4,0.80,10.08,29.18,42.71,17.24,,0.6,7.6,22,32.2,13
S07_002,41,61,one,gain,0.01,no,66.6,1.50,12.61,28.23,39.94,17.72,,1,8.4,18.8,26.6,11.8
S07_002,61,127,one,gain,0.02,no,54.6,1.10,12.45,30.04,40.29,16.12,,0.6,6.8,16.4,22,8.8
S07_002,127,203,one,gain,0.14,no,62.6,1.28,12.14,29.07,39.62,17.89,,0.8,7.6,18.2,24.8,11.2
S07_004,0,20,one,loss,0,no,77.8,3.86,15.04,25.96,37.02,18.12,,3,11.7,20.2,28.8,14.1
S07_004,20,36,one,top,0.26,no,70.2,3.42,16.24,26.21,34.76,19.37,,2.4,11.4,18.4,24.4,13.6
S07_004,36,58,one,gain,0.06,no,63.2,2.53,17.41,26.90,34.18,18.99,,1.6,11,17,21.6,12
S07_004,58,127,one,gain,0.03,no,53.8,3.72,17.47,27.51,33.83,17.47,,2,9.4,14.8,18.2,9.4
S07_004,127,165,one,gain,0.06,no,38.8,7.73,21.13,25.77,28.35,17.01,,3,8.2,10,11,6.6
S07_004,165,203,one,gain,0.39,no,42,4.76,27.14,32.38,24.29,11.43,,2,11.4,13.6,10.2,4.8
S07_005,0,30,one,loss,0,no,85.7,1.63,12.49,29.40,40.14,16.34,,1.4,10.7,25.2,34.4,14
S07_005,30,53,one,loss,0.1,no,85.2,0.70,10.80,29.34,42.02,17.14,,0.6,9.2,25,35.8,14.6
S07_005,53,86,one,loss,0.1,no,85.2,2.82,15.26,29.58,38.26,14.08,,2.4,13,25.2,32.6,12
S07_005,86,155,one,top,0.1,no,77.4,2.33,16.02,31.52,36.69,13.44,,1.8,12.4,24.4,28.4,10.4
S07_005,155,203,one,gain,0.3,no,76.4,2.36,19.63,35.08,32.98,9.95,,1.8,15,26.8,25.2,7.6
S07_006,0,20,one,loss,0,no,83.2,1.80,14.90,31.13,36.78,15.38,,1.5,12.4,25.9,30.6,12.8
S07_006,20,64,one,loss,0.03,no,79.4,4.03,17.63,31.49,33.25,13.60,,3.2,14,25,26.4,10.8
S07_006,64,109,one,top,0.02,no,74.4,3.76,15.86,29.57,36.83,13.98,,2.8,11.8,22,27.4,10.4
S07_006,109,170,one,gain,0.29,no,69.4,2.31,19.31,39.19,29.97,9.22,,1.6,13.4,27.2,20.8,6.4
S07_006,170,203,one,gain,0.55,no,73,1.92,19.18,52.05,24.38,2.47,,1.4,14,38,17.8,1.8
S07_010,0,15,one,loss,0,no,86.5,3.93,21.62,40.69,25.90,7.86,,3.4,18.7,35.2,22.4,6.8
S07_010,15,46,one,loss,0.02,no,86.4,2.78,23.15,39.35,26.85,7.92,,2.4,20,34,23.2,6.84
S07_010,46,86,one,loss,0.01,no,86.4,3.01,22.92,38.43,27.31,8.40,,2.6,19.8,33.2,23.6,7.26
S07_010,86,132,one,top,0.14,no,73.8,2.71,20.33,38.48,29.27,9.21,,2,15,28.4,21.6,6.8
S07_010,132,145,one,gain,0.14,no,66.4,2.11,19.88,38.86,29.22,9.94,,1.4,13.2,25.8,19.4,6.6
S07_010,145,203,one,gain,0.28,no,64.4,1.24,20.19,42.55,28.57,7.45,,0.8,13,27.4,18.4,4.8
S07_013,0,15,one,loss,0,no,90,2.67,18.11,39.11,25.00,15.11,,2.4,16.3,35.2,22.5,13.6
S07_013,15,28,one,loss,0.10,no,88.6,1.58,18.74,40.18,24.15,15.12,,1.4,16.6,35.6,21.4,13.4
S07_013,28,64,one,loss,0.05,no,86.9,2.07,17.72,38.67,26.01,15.54,,1.8,15.4,33.6,22.6,13.5
S07_013,64,117,one,loss,0.13,no,89,3.60,22.25,36.18,23.60,14.38,,3.2,19.8,32.2,21,12.8
S07_013,117,160,one,top,0.05,no,73,4.11,23.01,36.44,22.74,13.70,,3,16.8,26.6,16.6,10
S07_013,160,203,one,gain,0.07,no,69,2.61,19.42,37.68,25.51,14.78,,1.8,13.4,26,17.6,10.2
S07_014,0,20,one,loss,0,no,86.5,1.39,11.56,35.03,40.35,11.68,,1.2,10,30.3,34.9,10.1
S07_014,20,36,one,loss,0.06,no,85.6,2.22,13.08,35.16,38.08,11.45,,1.9,11.2,30.1,32.6,9.8
S07_014,36,74,one,loss,0.073,no,86.5,1.62,12.49,32.37,39.88,13.64,,1.4,10.8,28,34.5,11.8
S07_014,74,117,one,loss,0.037,no,85.4,2.34,12.88,30.91,41.22,12.65,,2,11,26.4,35.2,10.8
S07_014,117,155,one,top,0.12,no,80.4,2.24,11.94,30.85,41.79,13.18,,1.8,9.6,24.8,33.6,10.6
S07_014,155,203,one,gain,0.554,no,64.2,1.56,14.64,41.43,38.01,4.39,,1,9.4,26.6,24.4,2.82
S07_016,0,13,one,loss,0,no,83.4,0.84,10.79,24.94,38.37,25.06,,0.7,9,20.8,32,20.9
S07_016,13,28,one,loss,0.102,no,81.6,1.23,11.52,25.74,37.75,23.77,,1,9.4,21,30.8,19.4
S07_016,28,43,one,loss,0.047,no,82.8,1.93,12.08,25.85,35.27,24.88,,1.6,10,21.4,29.2,20.6
S07_016,43,74,one,loss,0.123,no,82.6,1.45,12.59,27.60,37.29,21.07,,1.2,10.4,22.8,30.8,17.4
S07_016,74,114,one,top,0.162,no,76.6,1.04,11.49,26.11,36.81,24.54,,0.8,8.8,20,28.2,18.8
S07_016,114,152,one,gain,0.197,no,73.8,1.63,13.82,28.73,35.23,20.60,,1.2,10.2,21.2,26,15.2
S07_016,152,203,one,gain,0.099,no,71.4,1.68,14.57,31.09,35.01,17.65,,1.2,10.4,22.2,25,12.6
S07_017,0,15,one,loss,0,no,86.6,2.31,18.13,36.84,30.60,12.12,,2,15.7,31.9,26.5,10.5
S07_017,15,28,one,loss,0.153,no,84.2,1.43,17.58,36.10,32.07,12.83,,1.2,14.8,30.4,27,10.8
S07_017,28,66,one,loss,0.036,no,82.4,1.94,20.87,36.65,29.13,11.41,,1.6,17.2,30.2,24,9.4
S07_017,66,86,one,top,0.113,no,80.6,2.48,16.63,31.76,34.00,15.14,,2,13.4,25.6,27.4,12.2
S07_017,86,157,one,gain,0.148,no,75.6,2.38,18.78,35.19,32.28,11.38,,1.8,14.2,26.6,24.4,8.6
S07_017,157,203,one,gain,0.206,no,58.4,2.40,22.60,37.33,27.05,10.62,,1.4,13.2,21.8,15.8,6.2
S07_018,0,28,one,loss,0,no,86,0.70,6.98,22.09,45.70,24.53,,0.6,6,19,39.3,21.1
S07_018,28,58,one,loss,0.073,no,82.6,0.48,6.78,22.52,46.25,23.97,,0.4,5.6,18.6,38.2,19.8
S07_018,58,81,one,loss,0.043,no,82.6,1.45,7.99,22.28,44.31,23.97,,1.2,6.6,18.4,36.6,19.8
S07_018,81,107,one,top,0.111,no,78.8,1.02,8.88,23.60,44.92,21.57,,0.8,7,18.6,35.4,17
S07_018,107,147,one,gain,0.181,no,72,1.11,11.94,31.11,39.44,16.39,,0.8,8.6,22.4,28.4,11.8
S07_018,147,224,one,gain,0.322,no,69.2,1.73,17.63,42.49,28.03,10.12,,1.2,12.2,29.4,19.4,7
S07_019,0,18,two,loss,0,no,36.2,1.10,12.15,12.71,22.65,51.38,,0.4,4.4,4.6,8.2,18.6
S07_019,18,36,two,loss,0.129,no,36.4,1.10,9.34,12.09,23.63,53.85,,0.4,3.4,4.4,8.6,19.6
S07_019,36,96,two,top,0.07,no,22.8,0.88,10.53,11.40,22.81,54.39,,0.2,2.4,2.6,5.2,12.4
S07_019,96,150,two,gain,0.367,no,23.8,0.84,7.56,8.40,17.65,65.55,,0.2,1.8,2,4.2,15.6
S07_019,150,203,two,gain,0.248,no,23.4,1.71,11.11,10.26,17.95,58.97,,0.4,2.6,2.4,4.2,13.8
S07_020,0,15,one,loss,0,no,63.8,1.41,10.50,19.75,37.30,31.03,,0.9,6.7,12.6,23.8,19.8
S07_020,15,36,one,top,0.376,no,36.8,1.63,10.33,22.28,36.41,29.35,,0.6,3.8,8.2,13.4,10.8
S07_020,36,91,one,gain,1.001,yes,21.2,1.89,10.38,20.75,33.96,33.02,,0.4,2.2,4.4,7.2,7
S07_020,91,147,one,gain,0.255,no,19.6,2.04,9.18,19.39,32.65,36.73,,0.4,1.8,3.8,6.4,7.2
S07_020,147,203,one,gain,0.024,no,19.4,2.06,9.28,19.59,32.99,36.08,,0.4,1.8,3.8,6.4,7
S07_021,0,28,one,loss,0,no,84.3,0.83,6.76,16.61,44.84,30.96,,0.7,5.7,14,37.8,26.1
S07_021,28,43,one,loss,0.049,no,82.7,0.73,6.53,16.20,45.95,30.59,,0.6,5.4,13.4,38,25.3
S07_021,43,84,one,loss,0.046,no,82,0.85,6.83,17.07,45.24,30.00,,0.7,5.6,14,37.1,24.6
S07_021,84,99,one,top,0.005,no,79.2,0.76,6.31,16.79,46.09,30.05,,0.6,5,13.3,36.5,23.8
S07_021,99,150,one,gain,0.12,no,73,0.55,6.58,17.26,43.56,32.05,,0.4,4.8,12.6,31.8,23.4
S07_021,150,203,one,gain,0.028,no,66.6,0.60,6.31,18.02,45.35,29.73,,0.4,4.2,12,30.2,19.8
S07_022,0,15,one,loss,0,no,81.1,0.62,7.64,27.37,45.01,19.36,,0.5,6.2,22.2,36.5,15.7
S07_022,15,56,one,loss,0.137,no,75.9,0.66,7.25,27.67,45.59,18.84,,0.5,5.5,21,34.6,14.3
S07_022,56,104,one,top,0.148,no,63.8,0.63,7.21,29.15,44.20,18.81,,0.4,4.6,18.6,28.2,12
S07_022,104,175,one,gain,0.062,no,57.8,0.69,8.65,29.76,42.21,18.69,,0.4,5,17.2,24.4,10.8
S07_022,175,203,one,other,0.306,no,60.2,0.66,8.97,34.88,44.52,10.96,,0.4,5.4,21,26.8,6.6
S07_024,0,19,one,loss,0,no,87.6,2.51,17.92,36.64,29.00,13.93,,2.2,15.7,32.1,25.4,12.2
S07_024,19,61,one,loss,0.225,no,89.5,4.25,21.68,36.42,27.15,10.50,,3.8,19.4,32.6,24.3,9.4
S07_024,61,110,one,loss,0.206,no,90.7,3.86,19.51,30.54,31.31,14.77,,3.5,17.7,27.7,28.4,13.4
S07_024,110,137,one,loss,0.177,no,89.9,2.00,13.24,29.59,37.82,17.35,,1.8,11.9,26.6,34,15.6
S07_024,137,203,one,top,0.142,no,81.6,5.15,21.32,32.35,28.19,12.99,,4.2,17.4,26.4,23,10.6
S07_025,0,12,one,loss,0,no,91.3,2.63,26.40,44.80,20.92,5.26,,2.4,24.1,40.9,19.1,4.8
S07_025,12,69,one,loss,0.162,no,90.4,4.76,24.45,39.93,24.00,7.52,,4.3,22.1,36.1,21.7,6.8
S07_025,69,127,one,loss,0.087,no,90.4,5.53,24.89,37.17,25.77,6.64,,5,22.5,33.6,23.3,6
S07_025,127,157,one,top,0.201,no,82.8,9.90,30.19,32.61,20.77,6.52,,8.2,25,27,17.2,5.4
S07_025,157,203,one,gain,0.298,no,73.8,4.61,25.20,39.02,24.39,6.78,,3.4,18.6,28.8,18,5
S07_026,0,15,one,loss,0,no,60.5,0.17,1.65,4.46,19.17,74.88,,0.1,1,2.7,11.6,45.3
S07_026,15,30,one,top,0.294,no,27.8,0.00,1.44,2.88,24.46,71.22,,0,0.4,0.8,6.8,19.8
S07_026,30,74,one,gain,0.039,no,25.2,0.00,0.79,2.38,23.81,72.22,,0,0.2,0.6,6,18.2
S07_026,74,127,one,gain,0.133,no,25,0.00,0.80,1.60,21.60,76.00,,0,0.2,0.4,5.4,19
S07_026,127,203,one,gain,0.013,no,26.2,0.00,1.53,4.58,19.85,74.05,,0,0.4,1.2,5.2,19.4
S07_027,0,18,one,loss,0,no,74.2,0.40,5.93,17.65,42.99,33.02,,0.3,4.4,13.1,31.9,24.5
S07_027,18,38,one,top,0.069,no,68,0.88,6.18,18.82,44.41,29.71,,0.6,4.2,12.8,30.2,20.2
S07_027,38,68,one,gain,0.034,no,70.6,0.85,6.80,18.70,42.21,31.44,,0.6,4.8,13.2,29.8,22.2
S07_027,68,94,one,gain,0.083,no,63,0.63,6.35,18.73,43.81,30.48,,0.4,4,11.8,27.6,19.2
S07_027,94,122,one,gain,0.096,no,59.4,0.67,6.06,17.85,42.09,33.33,,0.4,3.6,10.6,25,19.8
S07_027,122,203,one,gain,0.138,no,53,0.38,6.42,21.51,46.42,25.28,,0.2,3.4,11.4,24.6,13.4
S07_028,0,18,two,loss,0,no,55.7,0.72,5.57,12.03,32.14,49.55,,0.4,3.1,6.7,17.9,27.6
S07_028,18,32,two,loss,0.154,no,57.6,3.13,6.25,12.15,34.03,44.44,,1.8,3.6,7,19.6,25.6
S07_028,32,51,two,top,0.233,no,51.4,1.17,4.67,10.89,31.91,51.36,,0.6,2.4,5.6,16.4,26.4
S07_028,51,105,two,gain,0.021,no,45.8,0.44,4.37,12.23,31.88,50.87,,0.2,2,5.6,14.6,23.3
S07_028,105,203,two,gain,0.192,no,36.8,0.54,3.26,10.33,35.87,50.00,,0.2,1.2,3.8,13.2,18.4
S08_001,0,10,one,loss,0,no,97.4,0.00,1.13,24.33,54.72,19.82,,0,1.1,23.7,53.3,19.3
S08_001,10,46,one,loss,0.043,no,97.6,0.00,1.95,25.41,53.89,18.75,,0,1.9,24.8,52.6,18.3
S08_001,46,53,one,loss,0.079,no,96.6,0.00,2.07,24.53,53.62,19.77,,0,2,23.7,51.8,19.1
S08_001,53,74,one,loss,0.152,no,95.3,0.10,2.20,22.14,54.04,21.51,,0.1,2.1,21.1,51.5,20.5
S08_001,74,91,one,top,0.329,no,81.2,0.49,2.71,25.37,51.23,20.20,,0.4,2.2,20.6,41.6,16.4
S08_001,91,107,one,gain,0.063,no,82.6,0.24,2.66,25.67,51.82,19.61,,0.2,2.2,21.2,42.8,16.2
S08_001,107,127,one,gain,0.482,no,79.1,0.13,2.40,28.57,54.49,14.41,,0.1,1.9,22.6,43.1,11.4
S08_001,127,203,one,gain,0.277,no,86.9,0.00,3.34,28.19,56.85,11.62,,0,2.9,24.5,49.4,10.1
S08_002,0,13,one,loss,0,no,97,0.21,3.30,15.98,66.80,13.71,,0.2,3.2,15.5,64.8,13.3
S08_002,13,43,one,loss,0.009,no,96.5,0.41,3.63,15.96,67.15,12.85,,0.4,3.5,15.4,64.8,12.4
S08_002,43,66,one,loss,0.035,no,96.3,0.42,3.32,15.68,66.67,13.91,,0.4,3.2,15.1,64.2,13.4
S08_002,66,71,one,top,0.142,no,82.5,0.85,4.36,15.76,64.61,14.42,,0.7,3.6,13,53.3,11.9
S08_002,71,81,one,gain,1.734,yes,71.6,0.98,4.19,3.77,75.98,15.08,,0.7,3,2.7,54.4,10.8
S08_003,0,20,one,loss,0,no,96.8,0.00,0.10,5.99,74.48,19.42,,0,0.1,5.8,72.1,18.8
S08_003,20,28,one,loss,0.202,no,97.3,0.10,0.21,4.73,72.46,22.51,,0.1,0.2,4.6,70.5,21.9
S08_003,28,56,one,loss,0.098,no,93.9,0.00,0.21,5.32,74.23,20.23,,0,0.2,5,69.7,19
S08_003,56,96,one,top,1.159,yes,82.3,0.24,0.24,4.74,65.37,29.40,,0.2,0.2,3.9,53.8,24.2
S08_003,96,152,one,gain,0.486,no,89.1,0.00,0.11,5.39,73.63,20.88,,0,0.1,4.8,65.6,18.6
S08_003,152,168,one,gain,0.065,no,89.6,0.00,0.22,4.69,72.77,22.32,,0,0.2,4.2,65.2,20
S08_003,168,203,one,other,0.295,no,91.7,0.00,0.44,9.92,72.52,17.12,,0,0.4,9.1,66.5,15.7
S08_004,0,13,one,loss,0,no,99.5,0.10,0.10,5.53,67.64,26.63,,0.1,0.1,5.5,67.3,26.5
S08_004,13,25,one,loss,0.114,no,98.2,0.00,0.20,5.19,66.90,27.70,,0,0.2,5.1,65.7,27.2
S08_004,25,43,one,loss,0.012,no,98.3,0.00,0.10,4.78,67.45,27.67,,0,0.1,4.7,66.3,27.2
S08_004,43,84,one,loss,0.177,no,98.2,0.00,0.10,5.50,70.57,23.83,,0,0.1,5.4,69.3,23.4
S08_004,84,107,one,loss,0.129,no,97.7,0.00,0.20,4.61,69.09,26.10,,0,0.2,4.5,67.5,25.5
S08_004,107,130,one,top,0.646,no,82.8,0.00,0.24,6.52,62.80,30.43,,0,0.2,5.4,52,25.2
S08_004,130,150,one,gain,0.442,no,83.9,0.12,0.24,6.79,69.01,23.84,,0.1,0.2,5.7,57.9,20
S08_004,150,203,one,gain,0.075,no,88.1,0.00,0.23,6.92,70.15,22.70,,0,0.2,6.1,61.8,20
S08_005,10,25,one,loss,0,no,96.8,0.52,2.89,16.32,63.43,16.84,,0.5,2.8,15.8,61.4,16.3
S08_005,25,96,one,loss,0.032,no,92.6,0.22,2.92,15.66,66.95,14.25,,0.2,2.7,14.5,62,13.2
S08_005,96,117,one,top,0.049,no,81.8,0.37,3.30,14.79,66.38,15.16,,0.3,2.7,12.1,54.3,12.4
S08_006,0,10,one,loss,0,no,98.8,0.00,0.61,13.87,79.35,6.17,,0,0.6,13.7,78.4,6.1
S08_006,10,28,one,loss,0.063,no,99.1,0.00,0.61,14.03,79.21,6.16,,0,0.6,13.9,78.5,6.1
S08_006,28,89,one,loss,0.136,no,99.4,0.00,0.70,14.99,78.87,5.43,,0,0.7,14.9,78.4,5.4
S08_006,89,145,one,loss,0.117,no,99.1,0.00,0.81,13.93,79.41,5.85,,0,0.8,13.8,78.7,5.8
S08_006,145,203,one,top,0.624,no,90,0.00,0.78,12.78,79.56,6.89,,0,0.7,11.5,71.6,6.2
S08_007,0,10,one,loss,0,no,95.8,0.10,0.84,9.08,83.09,6.89,,0.1,0.8,8.7,79.6,6.6
S08_007,10,33,one,loss,0.068,no,98.1,0.10,1.22,7.24,83.08,8.36,,0.1,1.2,7.1,81.5,8.2
S08_007,33,38,one,loss,0.094,no,94.9,0.21,1.79,6.85,83.35,7.80,,0.2,1.7,6.5,79.1,7.4
S08_007,38,46,one,loss,0.064,no,93.6,0.11,1.39,7.26,83.55,7.69,,0.1,1.3,6.8,78.2,7.2
S08_007,46,56,one,loss,0.115,no,94.8,0.11,1.48,7.28,84.18,6.96,,0.1,1.4,6.9,79.8,6.6
S08_007,56,94,one,loss,0.038,no,97.6,0.10,1.13,6.86,83.81,8.09,,0.1,1.1,6.7,81.8,7.9
S08_007,94,124,one,top,0.04,no,92.9,0.11,0.86,5.60,85.25,8.18,,0.1,0.8,5.2,79.2,7.6
S08_007,124,140,one,other,0.414,no,98.7,0.10,0.51,5.37,81.36,12.66,,0.1,0.5,5.3,80.3,12.5
S08_007,140,203,one,other,0.206,no,97.8,0.10,0.51,4.91,84.15,10.33,,0.1,0.5,4.8,82.3,10.1
S08_008,0,8,one,loss,0,no,97.8,0.00,2.45,38.24,42.02,17.28,,0,2.4,37.4,41.1,16.9
S08_008,8,33,one,loss,0.33,no,98.5,0.00,5.58,45.38,36.85,12.18,,0,5.5,44.7,36.3,12
S08_008,33,41,one,loss,0.254,no,93.5,0.00,5.24,44.92,36.79,13.05,,0,4.9,42,34.4,12.2
S08_008,41,58,one,top,0.116,no,78.5,0.38,5.73,46.88,35.67,11.34,,0.3,4.5,36.8,28,8.9
S08_008,58,74,one,gain,0.191,no,90,0.00,4.78,48.44,36.56,10.22,,0,4.3,43.6,32.9,9.2
S08_008,74,89,one,other,0.095,no,92,0.00,5.00,47.72,36.41,10.87,,0,4.6,43.9,33.5,10
S08_008,89,104,one,gain,0.046,no,90.9,0.11,5.50,48.40,35.09,10.89,,0.1,5,44,31.9,9.9
S08_008,104,135,one,gain,0.084,no,84.1,0.24,4.99,48.63,34.96,11.18,,0.2,4.2,40.9,29.4,9.4
S08_008,135,165,one,other,0.483,no,98,0.00,7.55,51.84,33.27,7.35,,0,7.4,50.8,32.6,7.2
S09_001,0,8,one,loss,0,no,96.5,0.00,0.62,26.63,69.53,3.21,,0,0.6,25.7,67.1,3.1
S09_001,8,18,one,loss,0.658,no,94.9,0.00,0.53,26.66,69.13,3.69,,0,0.5,25.3,65.6,3.5
S09_001,18,38,one,loss,0.174,no,92.8,0.22,0.86,27.16,68.32,3.45,,0.2,0.8,25.2,63.4,3.2
S09_001,38,66,one,loss,0.541,no,96.4,0.00,0.83,25.10,70.54,3.53,,0,0.8,24.2,68,3.4
S09_001,66,107,one,top,0.545,no,89.6,0.00,0.45,24.78,70.54,4.24,,0,0.4,22.2,63.2,3.8
S09_001,107,140,one,gain,0.128,no,91,0.00,0.66,24.40,71.65,3.30,,0,0.6,22.2,65.2,3
S09_002,0,13,one,loss,0,no,97.8,0.00,0.92,40.29,56.85,1.94,,0,0.9,39.4,55.6,1.9
S09_002,13,33,one,loss,0.06,no,98.2,0.00,1.02,40.02,56.72,2.24,,0,1,39.3,55.7,2.2
S09_002,33,56,one,loss,0.205,no,96.6,0.00,0.93,41.10,55.90,2.07,,0,0.9,39.7,54,2
S09_002,56,89,one,loss,0.333,no,99.6,0.00,0.90,35.94,60.54,2.61,,0,0.9,35.8,60.3,2.6
S09_002,89,109,one,loss,0.423,no,97.2,0.00,1.03,34.77,61.32,2.88,,0,1,33.8,59.6,2.8
S09_002,109,135,one,top,0.729,no,86.8,0.00,1.15,31.57,63.36,3.92,,0,1,27.4,55,3.4
S09_003,0,15,one,loss,0,no,91.2,0.00,0.66,14.91,72.81,11.62,,0,0.6,13.6,66.4,10.6
S09_003,15,79,one,loss,0.05,no,90.1,0.00,0.67,14.43,73.58,11.32,,0,0.6,13,66.3,10.2
S09_003,79,96,one,loss,0.031,no,90.6,0.00,0.55,13.69,73.84,11.92,,0,0.5,12.4,66.9,10.8
S09_003,96,124,one,top,0.176,no,81,0.00,0.99,13.09,73.09,12.84,,0,0.8,10.6,59.2,10.4
S09_003,124,162,one,gain,0.106,no,86.8,0.00,0.69,12.44,73.73,13.13,,0,0.6,10.8,64,11.4
S09_003,162,203,one,gain,0.167,no,74.8,0.00,0.80,14.97,70.59,13.64,,0,0.6,11.2,52.8,10.2
S09_004,0,23,one,loss,0,no,91.9,0.00,0.87,16.76,72.69,9.68,,0,0.8,15.4,66.8,8.9
S09_004,23,66,one,loss,0.085,no,92,0.00,0.54,15.00,75.76,8.70,,0,0.5,13.8,69.7,8
S09_004,66,99,one,loss,0.062,no,91.4,0.00,0.66,15.32,74.40,9.63,,0,0.6,14,68,8.8
S09_004,99,165,one,top,0.071,no,86,0.00,0.70,15.12,74.65,9.53,,0,0.6,13,64.2,8.2
S09_004,165,203,one,gain,0.085,no,75.2,0.00,0.80,14.89,75.53,8.78,,0,0.6,11.2,56.8,6.6
S09_007,0,20,one,loss,0,no,91.4,0.00,1.20,18.16,70.13,10.50,,0,1.1,16.6,64.1,9.6
S09_007,20,43,one,loss,0.176,no,91.1,0.11,1.21,16.58,69.92,12.18,,0.1,1.1,15.1,63.7,11.1
S09_007,43,69,one,loss,0.198,no,90.2,0.00,1.11,16.63,69.84,12.42,,0,1,15,63,11.2
S09_007,69,94,one,top,1.059,yes,70.4,0.00,1.70,18.18,65.63,14.49,,0,1.2,12.8,46.2,10.2
S09_007,94,122,one,gain,0.482,no,62.6,0.00,1.28,19.17,67.09,12.46,,0,0.8,12,42,7.8
S09_007,122,160,one,gain,1.211,yes,41.2,1.46,4.37,19.90,57.77,16.50,,0.6,1.8,8.2,23.8,6.8
S09_007,160,203,one,gain,0.48,no,63.2,0.63,1.58,17.72,66.14,13.92,,0.4,1,11.2,41.8,8.8
S09_008,0,10,one,loss,0,no,85.1,0.24,1.18,14.92,69.21,14.45,,0.2,1,12.7,58.9,12.3
S09_008,10,36,one,loss,0.206,no,80,0.00,1.75,15.00,68.50,14.75,,0,1.4,12,54.8,11.8
S09_008,36,74,one,top,0.016,no,55.2,0.00,1.45,13.77,69.20,15.58,,0,0.8,7.6,38.2,8.6
S09_009,0,8,one,loss,0,no,95.9,0.00,1.04,19.40,66.74,12.83,,0,1,18.6,64,12.3
S09_009,8,25,one,loss,0.55,no,96.9,0.00,1.14,33.33,60.06,5.47,,0,1.1,32.3,58.2,5.3
S09_009,25,56,one,loss,0.614,no,98.7,0.00,1.11,18.34,69.40,11.14,,0,1.1,18.1,68.5,11
S09_009,56,114,one,loss,0.181,no,95.7,0.00,1.25,17.24,71.47,10.03,,0,1.2,16.5,68.4,9.6
S09_009,114,135,one,loss,0.232,no,96.5,0.00,1.55,17.82,70.67,9.95,,0,1.5,17.2,68.2,9.6
S09_009,135,173,one,top,1.188,yes,77.5,0.00,0.65,12.77,68.00,18.58,,0,0.5,9.9,52.7,14.4
S09_009,173,203,one,gain,0.03,no,80.6,0.00,0.50,10.17,70.97,18.36,,0,0.4,8.2,57.2,14.8
S09_018,0,5,one,loss,0,no,88.9,0.00,0.56,12.37,74.69,12.37,,0,0.5,11,66.4,11
S09_018,5,13,one,loss,0.009,no,90.7,0.11,0.77,13.01,74.31,11.80,,0.1,0.7,11.8,67.4,10.7
S09_018,13,20,one,top,0.13,no,86,0.12,0.81,13.49,73.60,11.98,,0.1,0.7,11.6,63.3,10.3
S09_021,0,66,one,loss,0,no,59,0.00,0.17,0.68,64.24,34.92,,0,0.1,0.4,37.9,20.6
S09_021,66,132,one,loss,0.591,no,61.9,0.00,0.32,1.45,95.80,2.42,,0,0.2,0.9,59.3,1.5
S09_021,132,203,one,top,0.642,no,89.5,0.00,0.45,6.48,75.53,17.54,,0,0.4,5.8,67.6,15.7
S09_022,0,8,one,loss,0,no,91.7,0.00,0.65,11.45,76.99,10.91,,0,0.6,10.5,70.6,10
S09_022,8,28,one,loss,0.12,no,93.7,0.00,0.75,10.99,80.15,8.11,,0,0.7,10.3,75.1,7.6
S09_022,28,43,one,top,1.129,yes,86.9,0.81,8.06,22.78,51.90,16.46,,0.7,7,19.8,45.1,14.3
S09_022,43,61,one,gain,0.485,no,89.8,0.00,0.89,10.91,79.06,9.13,,0,0.8,9.8,71,8.2
S09_023,0,18,one,loss,0,no,89.2,0.00,0.90,13.34,77.02,8.74,,0,0.8,11.9,68.7,7.8
S09_023,18,53,one,loss,0.307,no,86.2,0.00,0.58,11.95,78.31,9.16,,0,0.5,10.3,67.5,7.9
S09_023,53,84,one,top,0.278,no,67.2,0.00,0.89,12.80,76.79,9.52,,0,0.6,8.6,51.6,6.4
S09_023,84,114,one,gain,0.072,no,64.6,0.00,0.62,12.07,76.78,10.53,,0,0.4,7.8,49.6,6.8
S09_023,114,155,one,gain,0.118,no,60,0.00,0.67,14.00,76.33,9.00,,0,0.4,8.4,45.8,5.4
S09_023,155,203,one,gain,0.219,no,60.6,0.00,0.66,14.52,78.22,6.60,,0,0.4,8.8,47.4,4
